-,Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
ACCIDENT DETAILS,"May 27, 1938",?,"Langeoog, Germany",53.747401,7.492601,Deutsche Lufthansa,?,?,Heinkel 116,D-ATIO,546,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,Crashed on Langeoog Island.
ACCIDENT DETAILS,"June 08, 1938",?,"Near Singida, Tanzania",-4.8253518,34.7630307,Wilson Airways,?,?,De Havilland DH-85,VP-KBE,7055,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,Crashed about 50 miles from Singida.
ACCIDENT DETAILS,"June 19, 1938",?,"Mount Mercedario, Chile",-31.9833333,-70.2333333,Pan American Grace Airways,?,?,Douglas DC-2,NC14272,?,4 (passengers:? crew:?),4 (passengers:? crew:?),0,"An hour after leaving Santiago, radio contact with the flight was lost, as it had crashed in the high Andes. It was not found until February 1941, by indians, who plundered the aircraft and the dead passengers looking for valuables."
ACCIDENT DETAILS,"July 08, 1938",256,"Billings, Montana",45.7827769,-108.5045938,Northwest Orient Airlines,4,Seattle - Spokane - Helena - Billings - Fargo,Lockheed 14 Super Electra,NC17383,1402,10 (passengers:8 crew:2),1 (passengers:1 crew:0),0,"While taking off from Billings, the airplane left the ground in a stalled condition from which the pilot attempted to recover by use of full emergency power. Emergency power was not available because of improper adjustment of the stop which had been placed on the quadrant of the propeller pitch control levers, preventing the levers from going to the full low pitch position. As a result of the stalled condition, the airplane fell off on the right wing and crashed at a point 1,100 feet beyond the NE runway, the pilot having cut the switch just prior to the impact."
ACCIDENT DETAILS,"July 14, 1938",800,"Off Sardinia, Italy",40.1208752,9.0128926,Ala Littoria,?,Cagliari - Rome,Savoia Marchetti S-66,I-VOLO,15013,20 (passengers:16 crew:4),20 (passengers:16 crew:4),0,The flying boat crashed into the Tyrrhenian Sea after the collapse of a wing.
ACCIDENT DETAILS,"July 19, 1938",?,Andes,5.656421,-75.879654,Panagra,?,?,Douglas DC-2,NC14272,1305,4 (passengers:0 crew:4),4 (passengers:0 crew:4),?,Disappeared over the Andes mountains. Wreckage found Feb 1941at Mt. Mercedario.
ACCIDENT DETAILS,"July 22, 1938",1740,"Stulpica, Romania",47.4582984,25.7647066,LOT Polish Airlines,?,"Warsaw, Poland - Bucharest, Romania",Lockheed 14H Super Electra,SP-BNG,1432,14 (passengers:12 crew:2),14 (passengers:12 crew:2),0,Crashed in strong turbulence and after being struck by lightning .
ACCIDENT DETAILS,"July 27, 1938",?,"Kisumu, Kenya",-0.0917016,34.7679568,Imperial Airways,?,London - Kisumu - Cape Town,Armstrong-Withworth Atlanta,G-ABTG,AW-785,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,"Flew into a hillside soon after takeoff from Kisumu. The ship was named ""Amalthea."""
ACCIDENT DETAILS,"July 29, 1938",411,Pacific Ocean between Manila and Guam,13.3823791,144.6972774,Pan American World Airways,229,Alameda - Manila,Martin M-130 (flying boat),NC14714,556,15 (passengers:6 crew:9),15 (passengers:6 crew:9),0,"The plane crashed into the ocean while en route between Guam and Manilla. The last known position was 12.27 N, 130.40 W or 582 nm east southeast of Manila at 04:00 GCT. Cause unknown. The plane may have been hijacked by the Japanese and flown to Truk Island where the crew and passengers were murdered. The aircraft was named ""Hawaii Clipper."""
ACCIDENT DETAILS,"August 10, 1938",?,"Debrecen, Hungary",47.5288879,21.6254485,Magyar Legiforagalmi,?,?,Ford Tri-motor F-VIII,HA-FNC,4053,12 (passengers:10 crew:2),12 (passengers:10 crew:2),0,Crashed in a field after penetrating a thunderstorm. The plane was carrying Hungarian journalists.
ACCIDENT DETAILS,"August 10, 1938",?,"Shishijima, Japan",32.2800521,130.2322362,Dai Nippon,?,?,Douglas DF-151,J-ANES,1,6 (passengers:3 crew:3),6 (passengers:3 crew:3),0,Crash landed off Chichijima island.
ACCIDENT DETAILS,"August 12, 1938",1230,"Near San Andres Tuxtla, VeraCruz, Mexico",18.4441222,-95.2130284,Mexicana,?,Villahermosa - Veracruz - Mexico City,Lockheed 10E Electra,X-ABAS,1043,11 (passengers:8 crew:3),11 (passengers:8 crew:3),0,Crashed into a mountain in heavy rain in an area being affected by a hurricane.
ACCIDENT DETAILS,"August 13, 1938",1100,"Kiel, Germany",54.3232927,10.1227652,CSA Czech Airlines,?,Prague - Strasbourg - Paris,Savoia-Marchetti SM73,OK-BAG,30040,17 (passengers:14 crew:3),16 (passengers:13 crew:3),0,Crashed into the Black Forest mountains in poor weather conditions. One stewardess survived but died a day later..
ACCIDENT DETAILS,"August 15, 1938",?,"Guanabara, Brazil",-22.8115667,-43.1544605,Syndicato Condor,?,Guanabara - Victoria,Junkers JU-52/3m,PP-CAT,4024,9 (passengers:5 crew:4),9 (passengers:5 crew:4),0,"Flew into a mountain wave after taking off, went into a dive and crashed into Guanabara Bay."
ACCIDENT DETAILS,"August 18, 1938",?,"Bucharest, Romania",44.4267674,26.1025384,LOT Polish Airlines,?,?,Lockheed 14 Super Electra,SP-BNJ,1424,7 (passengers:4 crew:3),0 (passengers:0 crew:0),0,Caught fire after a ground looping.
ACCIDENT DETAILS,"August 18, 1938",1700,"Montnago, Italy",41.87194,12.56738,Macchi,?,Test flight,Macchi C-94,I-NILO,94001,15 (passengers:13 crew:2),15 (passengers:13 crew:2),0,The sea plane crashed shortly after taking off on a test flight and sank.
ACCIDENT DETAILS,"August 24, 1938",800,"Wangmoon, China",35.86166,104.195397,China National Aviation Corporation,?,Hong Kong - Chungking,Douglas DC-2,32,1369,17 (passengers:13 crew:4),14 (passengers:12 crew:2),0,"While en route from Hong Kong to Chungking, the aircraft was shot down by Japanese military fighters. The aircraft was named Kweilin. The plane was rebuilt to fly again only to be shot down again by Japanese military."
ACCIDENT DETAILS,"August 24, 1938",?,"Tokyo, Japan",35.6764225,139.650027,Japan Air / Japan Flying School,?,?,Unknown / Unknown,?,?,5 (passengers:? crew:?),5 (passengers:? crew:?),53,"Midair collision between the airliner and a small plane. The wreckage fell on the suburbs of Tokyo. Three killed on the airliner, two in the trainer and 53 on the ground."
ACCIDENT DETAILS,"August 29, 1938",c 23:00,"Near Tucumcari, New Mexico",35.171723,-103.7249662,Transcontinental &Western Air,?,Burbank - Winslow - Albuquerque,Ford Tri-motor,NC17316,410,11 (passengers:8 crew:3),0 (passengers:0 crew:0),0,"The mail /passenger transport crashed in a field 10 miles south of Tucumcari after penetrating a strong storm. Excessive vibration and loss of power, due to malfunctioning of left engine, consulting in insufficient speed to sustain the aircraft in flight."
ACCIDENT DETAILS,"August 29, 1938",930,"Innisfail, Australia",-17.5227345,146.0278075,North Queensland Airways,?,Townsville - Innisfail - Cairns,De Havilland DH-84,VH-UXK,6053,9 (passengers:8 crew:1),5 (passengers:4 crew:1),0,Crashed into a cane field short of the runwa while attempting to land when the pilot swerved to avoid a tractor.
ACCIDENT DETAILS,"October 01, 1938",?,"Off Bathurst, Gambia",13.454375,-16.5753186,Deutsche Lufthansa,?,"Frankfurt, Germany - Milan, Italy",Dornier DO.18 (float plane),D-AROZ,255,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,Disappeared over the Atlantic ocean.
ACCIDENT DETAILS,"October 01, 1938",?,"Grisons, Switzerland",46.6569871,9.5780257,Deutsche Lufthansa,?,"Frankfurt, Germany - Milan, Italy",Junkers JU-52/3m,D-AVFB,5928,13 (passengers:10 crew:3),13 (passengers:10 crew:3),0,"While flying over the Alps, the aircraft disappeared. A search was unsuccessful and no trace of the aircraft nor the occupant was found. A mountain guide found debris 14 years later, on the slope of the Pizzo Cengalo on the border with Switzerland. Some mail bags were recovered and sent to the local post office."
ACCIDENT DETAILS,"October 10, 1938",1100,"Soest, Germany",51.5714188,8.1105291,Sabena,?,Brussels - Düsseldorf - Berlin,Savbia-Marchetti S-73P,OO-AGT,4,20 (passengers:16 crew:4),20 (passengers:16 crew:4),0,"The aircraft broke-up in midair and crashed to the ground. A propeller may have broken, tearing loose an engine."
ACCIDENT DETAILS,"October 25, 1938",1345,"Mt. Dandenong, Australia",-37.8309297,145.3604746,Australian National Airways,?,Adelaide - Melbourne,Douglas DC-2-112,VH-UYC,1566,18 (passengers:14 crew:4),18 (passengers:14 crew:4),0,Crashed into Mt. Daodenong in heavy fog while en route. Procedural errors by the pilot.
ACCIDENT DETAILS,"November 02, 1938",?,"Somerset, England",51.0634565,-2.7546704,British Airways,?,?,Lockheed 14 Electra,CF-TCL,?,2 (passengers:? crew:?),2 (passengers:? crew:?),0,?
ACCIDENT DETAILS,"November 04, 1938",10:50,"Channel Islands, Jersey",49.2137711,-2.1357662,Jersey Airways,?,Jersey - Southhampton,de Havilland DH-86,G-ACZN,2316,14 (passengers:13 crew:1),14 (passengers:13 crew:1),1,Caught fire and crashed into a field two minutes after taking off. A farm worker was crushed to death when the wreckage landed on him. The pilot allowed the plane to fall into a side-slip while climbing through a low overcast and at an insufficient altitude for him to regain contol.
ACCIDENT DETAILS,"November 14, 1938",1841,"Schiphol, Amsterdam",52.3127866,4.7401699,KLM Royal Dutch Airlines,?,Berlin - Amsterdam,Douglas DC-3,PH-ARY,2021,19 (passengers:14 crew:5),6 (passengers:2 crew:4),0,The aircraft flew into the ground during approach in poor visibility. The first officer was commander of the military flying school Soesterberg. Pilot descended below a safe height during the approach.
ACCIDENT DETAILS,"November 18, 1938",51,"Regina, Saskatchewan, Canada",50.4452112,-104.6188944,Trans Canada Air Lines,?,Winnipeg - Regina - Vancouver,Lockheed 14 Electra,CF-TCL,1475,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The mail plane crashed several minutes after taking off from Regina
ACCIDENT DETAILS,"November 26, 1938",1520,"Bathurst, Gambia",13.454375,-16.5753186,Deutsche Lufthansa,?,?,Junkers JU90V2,D-AIVI,4914,15 (passengers:10 crew:5),12 (passengers:9 crew:3),0,During takeoff the aircraft hit a palm tree and burst into flames due to double engine failure.
ACCIDENT DETAILS,"November 27, 1938",?,"Bagdad, Iraq",33.315241,44.3660671,Imperial Airways,?,Southampton - Sydney,Short Empire Flying Boat,G-AETW,S839,6 (passengers:0 crew:6),4 (passengers:0 crew:4),0,The flying boat crashed on Lake Ramadi at night in a sandstorm.
ACCIDENT DETAILS,"November 29, 1938",530,"Off Point Reyes, California",38.017769,-122.9912711,United Air Lines,6,"Seattle, WA - Medford, OR - Oakland,CA",Douglas DC 3-A-SB-3-G-14,NC16066,1907,7 (passengers:4 crew:3),5 (passengers:3 crew:2),0,"The aircraft ran out of fuel and ditched into the ocean a little less than a mile offshore. Failure of the pilot to definitely establish the position of the aircraft through standard orientation procedures within a reasonable time after intersecting a leg of the Oakland radio range and of Company flight dispatchers, charged with the responsibilities of directing the operation of the trip, to properly safeguard the flight, resulting in forced landing of the aircraft at sea due to exhausted fuel supply."
ACCIDENT DETAILS,"December 02, 1938",755,"Mexico City, Mexico",19.4326077,-99.133208,Mexicana,?,Mexico City - Merida,Lockheed 10E Electra,X-ABAU,1041,8 (passengers:5 crew:3),8 (passengers:5 crew:3),0,Crashed and burned on a hill while taking off in foggy conditions. The pilot did not have authorization to take off during poor visibility.
ACCIDENT DETAILS,"December 08, 1938",c 09:00,"Off Kuba Island, Okinawa",26.1718829,127.2370125,Japan Aviation Corporation,?,Fukuoka - Taihoku,Nakajima A-T2,J-BDOH,1481-1,15 (passengers:12 crew:3),10 (passengers:7 crew:3),0,Crashed into the East China Sea after experiencing engine failure.
ACCIDENT DETAILS,"December 09, 1938",1120,"Amsterdam, Netherlands",52.3675734,4.9041389,KLM Royal Dutch Airlines,?,Instructional Flight,Lockheed 14-WF62 Super Electra,PH-APE,1413,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,Whle taking off the aircraft stalled and struck a dyke near Schiphol Airport and caught fire.
ACCIDENT DETAILS,"December 12, 1938",?,"Darwin, Australia",-12.4637333,130.8444446,Qantas,?,?,Short S23 C Class flying boat,G-AEUH,?,13 (passengers:? crew:?),13 (passengers:? crew:?),0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qantas.
ACCIDENT DETAILS,"December 12, 1938",?,"Darwin, Australia",-12.4637333,130.8444446,Qantas,?,?,Short S23 C Class flying boat,G-AEUH,?,13 (passengers:? crew:?),13 (passengers:? crew:?),0,Shot down by Japanese aircraft. Owned by Imperial Airways and operated by Qanta
ACCIDENT DETAILS,"January 07, 1939",1630,"Paris, France",48.8575475,2.3513765,Swissair,?,Zurich - Geneva - Paris,Douglas DC-2-115B,HB-ITA,1329,17 (passengers:12 crew:5),5 (passengers:2 crew:3),0,The aircraft crashed onto a field losing both wings while attempting to land in low overcast.
ACCIDENT DETAILS,"January 13, 1939",?,"Rio de Janeiro, Brazil",-22.9068467,-43.1728965,Syndicato Condor,?,Vitoria - Rio de Janeiro,Junkers JU-52/3m,PP-CAY,4042,10 (passengers:7 crew:3),10 (passengers:7 crew:3),0,"In reduced visibility and strong winds, the seaplane crashed into the side of Mt. Chambe while attempting to land at Rio de Janerio."
ACCIDENT DETAILS,"January 13, 1939",2115,"Miles City, Montana",46.4083362,-105.8405582,Northwest Orient Airlines,1,Chicago - Seattle,Lockheed 14-H Super Electra,NC17389,1408,4 (passengers:2 crew:2),4 (passengers:2 crew:2),0,"The aircraft crashed 2,650 feet past the runway boundry after taking off. A fire of considerable intensity developed, prior to the crash, in the cockpit of the aircraft, in the immediate vicinity of the gasoline cross-feed valve. It was not possible to determine the exact origin and source of the fire."
ACCIDENT DETAILS,"January 18, 1939",759,"Katherine, Australia",-14.4519683,132.2698623,Guinea Airways,?,Katherine - Adelaide,Lockheed 14 Electra,VH-ABI,1418,4 (passengers:1 crew:3),4 (passengers:1 crew:3),0,"The mail plane failed to gain height after taking off, stalled and crashed into the Katherine River during a storm."
ACCIDENT DETAILS,"January 21, 1939",1230,Atlantic Ocean between N.Y. and Bermuda,32.3078,-64.7505,Imperial Airways,?,New York City - Bermuda,Short S-23 (flying boat),G-ADUU,S-812,13 (passengers:8 crew:5),3 (passengers:2 crew:1),0,"While en route, the aircraft ditched, broke in two and sank in the Atlantic Ocean, 285 miles SE of Long Island New York. Complete loss of power to the two inner engines and partial loss of power to the two outer engines due to carburetor icing. The aircraft was named ""Cavalier."""
ACCIDENT DETAILS,"February 12, 1939",1415,"Juneau, Alaska",58.3004933,-134.4201306,Marine Airways,?,Ketchikan - Juneau,Fairchild 71(amphibious),NC9777,618,6 (passengers:5 crew:1),6 (passengers:5 crew:1),0,The air taxi encountered low visibility and snow and crashed on Grand Island. The wreckage was found 1 month later
ACCIDENT DETAILS,"February 24, 1939",945,"Near Roubien, France",49.4435261,1.0984309,Deutsche Lufthansa,?,"Barcelona, Spain - Rome, Italy",Junkers JU-52/3m,D-ALUS,5210,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"While cruising in bad weather conditions, aircraft hit a mountain near Roubion, in the National Park of Mercantour, 50 km north of Nice. Engine trouble may have factored in the accident, which occurred in adverse weather conditions, with fog and falling snow in the area."
ACCIDENT DETAILS,"March 14, 1939",?,"Haren, Belgium",50.8919931,4.4181819,Sabena,?,London - Brussels,Junkers JU-52,OO-AUA,5815,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane stalled and crashed into a field short of the runway.
ACCIDENT DETAILS,"March 16, 1939",?,"Manzanares, Colombia",5.2537221,-75.1541682,Deutsche Lufthansa,?,?,Junkers JU-86,?,?,8 (passengers:6 crew:2),8 (passengers:6 crew:2),0,?
ACCIDENT DETAILS,"March 18, 1939",1317,"Near Adler, Washington",47.7510741,-120.7401386,Boeing Aircraft Company,?,Test flight,Boeing 307 Stratoliner,NX19901,1994,10 (passengers:8 crew:2),10 (passengers:8 crew:2),0,"The aircraft crashed after the tail broke off. Dutch engineer A.G. von Baumhauer among those killed. He was a famous helicopter pioneer who first came up with the tail rotor/main rotor configuration which is in use today. Strructural failure of the wings and horizontal tail surfaces due t o the imposition of loads thereon in excess of those for which they were designed, the failure occurring in an abrupt pull-out from a dive following recovery from an inadvertent spin."
ACCIDENT DETAILS,"March 26, 1939",1448,"Oklahoma City, Oklahoma",35.4688692,-97.519539,Braniff Airlines,1,Chicago - Kansas City - Wichita - Oklahoma City - Dallas,Douglas DC-2-112,NC13727,1253,12 (passengers:9 crew:3),8 (passengers:7 crew:1),0,"An explosion in an engine, just after takeoff blew the two halves of the cowl open creating excessive drag and causing the left wing to drop. The captain tried to circle back, but the wing impacted an embankment along a section line road and crashed about 100 yards inside the boundary. Either the hot metal of the engines or some other source ignited the fuel spilling out of the ruptured tank and the cabin was quickly engulfed in flames. The initial cause of the explosion was a cylinder blow out which was a problem with that particular engine and had caused problems in two other aircraft, a TWA and United DC-2, both of which landed safely."
ACCIDENT DETAILS,"April 03, 1939",?,"Near Marrakech, Morocco",31.6225224,-7.9898258,Air France,?,?,Caudron C.635 Simoun,F-AOOT,7372,9 (passengers:? crew:?),9 (passengers:? crew:?),0,Crashed into a mountain.
ACCIDENT DETAILS,"May 01, 1939",?,"Lumbo, Mozambique",-15.0368144,40.6702118,Imperial Airways,?,London - Cairo- Mombasa - Dar es-Salaam - Lumbo - Maputo,Short S-23 Empire Flying Boat,G-ADVD,S-821,4 (passengers:0 crew:4),2 (passengers:0 crew:2),0,After an aborted landing the plane hit the water and came to rest off Ilha de Mocambique island.
ACCIDENT DETAILS,"May 02, 1939",1530,"Near Marrakech, Morocco",31.6225224,-7.9898258,Air France,?,"Casablanca, Morocco - Dakar, Senegal",Dewoitine D-338,F-ARIC,25,9 (passengers:6 crew:3),9 (passengers:6 crew:3),0,Crashed and burned in a mountainous area due to icing.
ACCIDENT DETAILS,"May 08, 1939",1200,"Guayaquil, Ecuador",-2.1891341,-79.8899031,Military - Ecuadorian Air Force,?,?,Curtiss-Wright C-14 Osprey,?,?,1 (passengers:0 crew:1),1 (passengers:0 crew:1),22,"While performing aerobatics, the aircraft lost control and crashed into numerous building near a college."
ACCIDENT DETAILS,"June 06, 1939",925,"Schiphol, Amsterdam",52.3127866,4.7401699,KLM Royal Duch Airlines,?,Training,Douglas DC-2,PH-AKN,1360,4 (passengers:0 crew:4),0 (passengers:0 crew:0),1,"During a training flight with one engine out, the crew hit an obstacle and then a sentry-box with 9 soldiers inside. One soldier died and 3 others were wounded. The aircraft was repaired."
ACCIDENT DETAILS,"June 10, 1939",1620,"Vlissingen, The Netherlands",51.4536672,3.5709125,KLM Royal Dutch Airlines,?,Haamstede - Vlissingen,Koolhoven FK.43,PH-AJK,4305,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,"The crew made a steep turn over a beach at too low a speed, stalled and crashed. Two student pilots.were flying the plane."
ACCIDENT DETAILS,"June 20, 1939",?,Forest-in-Teesdale. United Kingdom,54.660568,-2.203196,British American Air Services,?,Heston - Newcastle,de Havilland DH.89 Dragon Rapide,G-AERE,6355,3 (passengers:1 crew:2),3 (passengers:1 crew:2),0,The aircraft hit the slope of Mt Dora's Seat when flying too low.
ACCIDENT DETAILS,"July 20, 1939",1850,"Konstanz, Switzerland",47.6363377,9.3892445,Swissair,?,Vienna - Zurich,Junkers JU86 Z-2,HB-IXA,086/0951,6 (passengers:4 crew:2),6 (passengers:4 crew:2),0,While attempting to land the aircraft crashed after an engine fire caused a loss in air speed and a stall.
ACCIDENT DETAILS,"August 04, 1939",?,"Barcelona, Spain",41.3873974,2.168568,Deutsche Lufthansa,?,Cologne - Toulouse - Barcelona - Casablanca,Junkers JU-52/3m,D-AUJG,5942,7 (passengers:4 crew:3),7 (passengers:4 crew:3),0,Crashed in the Llaveria mountains in heavy fog and caught fire. The plane hit the highest peak of the mountains.
ACCIDENT DETAILS,"August 13, 1939",1635,"Rio de Janerio, Brazil",-22.9068467,-43.1728965,Pan American World Airways,?,Miami - Rio de Janerio,Sikorsky S43 (flying boat),NC16933,4316,16 (passengers:12 crew:4),14 (passengers:10 crew:4),0,"The plane lost power from the left engine, yawed to the left, and started a descending turn in the same direction. The plane continued to lose altitude and turn at a sharper and steeper angle until it struck a caisson anchored at right angles to a small island in the harbor immediately adjacent to its landing approach path. Loss of power from the left engine during the landing approach, necessitating an attempted landing under extremely hazardous conditions."
ACCIDENT DETAILS,"August 15, 1939",1300,"Off Copenhagen, Denmark",55.6760968,12.5683371,British Airways,?,London - Hamburg - Copenhagen,Lockheed 10 Electra,G-ASEY,1102,6 (passengers:4 crew:2),5 (passengers:4 crew:1),0,"Crashed into the sea after a fire aboard. Leakage of fuel from the overflow boxes, which resulted from overfilling of the fuel tanks."
ACCIDENT DETAILS,"August 28, 1939",?,"Lahore, India",32.4676889,76.4691418,Indian National Airways,?,Calcutta - Dum Dum,De Havilland D-84,VT-AEL,6048,2 (passengers:1 crew:1),2 (passengers:1 crew:1),0,Crashed en route for unknown reasons.
ACCIDENT DETAILS,"August 30, 1939",?,"Hannover, Germany",52.3758916,9.7320104,Deutsche Lufthansa,?,Berlin - Hanover - Cologne - London,Junkers JU-52/3m,D-AFOP,5800,7 (passengers:4 crew:3),7 (passengers:4 crew:3),0,The aircraft crashed while taking off from Hanover. Visibility was poor because of low fog covering the runway. The pilot was searching for the proper flight path when the plane veered towards a building while still 40 meters above the ground. The pilot tried to raise the plane while trying to turn left at the same time but lost control and crashed and the plane caught fire.The passengers were pilots of Lufthansa.
ACCIDENT DETAILS,"September 26, 1939",1410,North Sea,40.9328781,-72.4142518,KLM Royal Dutch Airlines,?,Copenhagen - Amsterdam,Douglas DC-3,PH-ASM,2142,20 (passengers:15 crew:5),1 (passengers:1 crew:0),0,One Swedish passenger was killed when the plane was attacked by a German fighter. The plane was able to land safely in Amsterdam.
ACCIDENT DETAILS,"October 10, 1939",730,"Calarmar, Colombia",10.25466,-74.91548,Scarta,?,Barranquilla - Girardot,Junkers W-34,C-53,?,5 (passengers:3 crew:2),5 (passengers:3 crew:2),0,Crashed while en route.
ACCIDENT DETAILS,"November 20, 1939",?,"Gosport, England",50.800482,-1.1409959,British Airways,?,Training,Airspeed Oxford,G-AFFM,75,2 (passengers:0 crew:2),2 (passengers:0 crew:2),?,Collided with the mooring of a ballon.went out of control and crashed.
ACCIDENT DETAILS,"December 18, 1939",815,South of Gibraltar,36.140751,-5.353585,Iberia Airlines,?,Tetouan- Seville - Alicante,Junkers JU-52,M-CABA,5854,9 (passengers:6 crew:3),9 (passengers:6 crew:3),0,Shot down by a British RAF fighter. Crashed 6 miles south of Europa Point.
ACCIDENT DETAILS,"December 21, 1939",1300,Off Malta-Luqa,35.8598629,14.4888722,British Airways,?,Egypt - England,Lockheed 14 Super Electra,G-AFYU,1444,8 (passengers:6 crew:2),5 (passengers:3 crew:2),0,"Ditched into the sea, 300 miles NW of Alexandria, Egypt. A ship rescued six survivers."
ACCIDENT DETAILS,"December 24, 1939",800,"Mogador, Morocco",31.5084926,-9.7595041,Linee Aeree Italiane,?,Rome - Rio de Janerio,Savoia-Marchetti SM83,I-ARPA,34017,7 (passengers:3 crew:4),7 (passengers:3 crew:4),0,Crashed into a mountain 60 km southeast of Mogadorin in a storm while attempting to make a forced landing.
ACCIDENT DETAILS,"January 22, 1940",?,"Denpasar, Indonesia",-8.6559348,115.2168231,KNILM,?,Batavia - Denpasar - Kupang - Darwin - Sydney,Lockheed 14 Super Electra,PK-AFO,1415,9 (passengers:5 crew:4),8 (passengers:5 crew:3),0,Crashed into the sea shortly after take-off. Cause unknown
ACCIDENT DETAILS,"February 10, 1940",?,"Near Cosenza, Italy",39.3071324,16.2474125,Ala Littoria SA,?,Catania - Brindisi - Rome,Savoia-Marchetti SM-75,I-LEAL,32031,10 (passengers:4 crew:6),10 (passengers:4 crew:6),0,Crashed and burned on a hill side in fog. Prior to crashing the crew reported ice on the wings.
ACCIDENT DETAILS,"February 27, 1940",c 10:00,"Near Bucaramanga, Columbia",7.119349,-73.1227416,SCADTA,?,Bogota - Cucuta,Boeing 247D,C-79,?,11 (passengers:9 crew:2),11 (passengers:9 crew:2),0,"The plane hit a mountain in the Andes near Tona, northeast of Bucaramanga after the crew lost their bearings in fog."
ACCIDENT DETAILS,"March 01, 1940",1320,Gulf of Oman,24.7142573,58.7373634,Imperial Airways,?,Calcutta - Jask - Sharjah - Alexandria - London,Handley Page HP-42,G-AAGX,HP42/1,8 (passengers:4 crew:4),8 (passengers:4 crew:4),0,"Crashed in the Persian Gulf while en route with out a trace. The aircraft was named ""Hannibal."""
ACCIDENT DETAILS,"March 16, 1940",?,"Stromboli Island, Italy",38.7925148,15.214917,Ala Littoria,?,Tripol- Catania - Rome - Milan,Savoia Marchetti SM 73,I- SUTO,30024,14 (passengers:10 crew:4),14 (passengers:10 crew:4),0,The plane crashed into Stromboli Volcano. The cause was possibly bad weather or some electromagnetic phenomena.
ACCIDENT DETAILS,"April 22, 1940",?,"Near Loch Lomond, Scotland",56.1113678,-4.6288602,British Overseas Airways,?,Stockholm - Perth - Heston,Lockheed 14 Super Electra,G-AFKD,1484,5 (passengers:2 crew:3),5 (passengers:2 crew:3),0,Struck a mountain after being off course 10 miles to the west in reduced visibility.
ACCIDENT DETAILS,"June 02, 1940",?,"El Segundo, California",33.9191799,-118.4164652,Douglas Aircraft Company,?,Test flight,Douglas DC-5,?,?,5 (passengers:0 crew:5),5 (passengers:0 crew:5),0,Crashed and burned during a government test flight
ACCIDENT DETAILS,"June 14, 1940",1400,"Off Prangli Island, Gulf of Finland, Estonia",59.6253541,25.0105801,Aero O-Y,?,"Tallinn, Estonia - Helsinki, Finland",Junkers JU-52/3mge,OH-ALL,5494,9 (passengers:7 crew:2),9 (passengers:7 crew:2),0,"The plane was en route when it was shot down by two Soviet Tupolev SB-2 bombers. The aircraft crashed 2-3 nm offshore of Prangli Island near Keri Lighthouse. The aircraft was named ""Kaleva."""
ACCIDENT DETAILS,"June 20, 1940",?,"Near Ouistreham, France",49.276656,-0.258658,Air France,?,?,Dewoitine D-338,F-ARTD,22,1 (passengers:? crew:?),1 (passengers:? crew:?),0,Inadvertently shot down by French anti-aircraft fire.
ACCIDENT DETAILS,"July 07, 1940",?,Gulf of Tonkin,19.75,107.75,Air France,?,?,Dewoitine D-338,F-AQBA,1,4 (passengers:? crew:?),4 (passengers:? crew:?),0,Shot down by a Japanese military fighter.
ACCIDENT DETAILS,"August 09, 1940",?,"Hannover, Germany",52.3758916,9.7320104,Deutsche Lufthansa,?,?,Douglas DC-2-115H,D-AIAV,1366,13 (passengers:10 crew:3),2 (passengers:2 crew:0),0,No cause was described except it being pilot error.
ACCIDENT DETAILS,"August 13, 1940",1015,"Near Canberra, Australia",-35.2801846,149.1310324,Military - Royal Australian Air Force,?,Melbourne - Canberra,Lockheed Hudson A16-97,?,?,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing. The aircraft momentarily disappeared behind one of the hills that surround the airport, then reappeared. There was the sound of engines being gunned, then the aircraft disappeared again. An explosion and sight of a large plume of black smoke followed. All on board the Hudson were killed including several high ranking Australian military leaders. A witness later said the aircraft appeared to drop its left wing and then dip its nose steeply, classic symptoms of a stall, too close to the ground for recovery."
ACCIDENT DETAILS,"August 22, 1940",?,"Gospic,,Coatia",44.5459494,15.3756919,Aeroput,?,Zagreb - Split,Lockheed 10 Electra,YU-SBC,1135,11 (passengers:9 crew:2),11 (passengers:9 crew:2),0,Hit a mountain slope while en route.
ACCIDENT DETAILS,"August 23, 1940",?,"Cluj, Romania",46.7712101,23.6236353,LARES,?,Baia Mare - Cluj-Napoca - Sibiu - Bucharest,Douglas DC-3,YR-PAF,1986,15 (passengers:12 crew:3),15 (passengers:12 crew:3),0,"While approaching Cluj-Napoca from the west, the aircraft was not on the assigned track and hit the slope of Mt Gaina during a hail and thunderstorm."
